k,sse,silhouette_score,log-likelihood,bic,aic,gmm_acc,km_acc,gmm_adjmi,km_adjmi,gmm_homo,km_homo
24,39.774490078043286,0.3873993569534477,32.182525510451846,-175506.12512793037,-184973.04413410148,0.6111052152323871,0.5686452573611731,0.1014629222077717,0.08539417705878687,0.2707517751265514,0.24423192010990832
25,37.94548808499068,0.38884462105259715,32.215760798541844,-175173.71448160717,-185035.33762827562,0.6101927014876348,0.569317491538138,0.09953506481526528,0.08517897224756828,0.2675029132396986,0.24492460791693743
26,37.16725937777605,0.3827684315629907,32.24198804240156,-174800.33480871373,-185056.66209587952,0.6085030078876168,0.5725791190933172,0.10057600856179656,0.08638047073248975,0.2688698162714086,0.2499172125100037
27,35.64179855003976,0.38004795748368636,32.276877517200845,-174477.594537893,-185128.62596555613,0.605872116093757,0.571814454919849,0.09952405962148236,0.08456737873961911,0.2716822588699389,0.24802269235671295
28,34.49003537122098,0.3662143290174386,32.311372614545654,-174152.5487364734,-185198.28430463388,0.6150892624723727,0.567973426915879,0.09888600202440664,0.08164935175066332,0.2754162395212706,0.2466003971142537
29,33.58951285276299,0.3616345175470822,32.35353951006934,-173872.35226720752,-185312.79197586534,0.6191188302776912,0.5723726359831464,0.09701223360514567,0.08200112289423199,0.27087499569226836,0.2505236467534274
30,32.39775822110275,0.357346929026704,32.35806417342549,-173372.09930869026,-185207.24315784543,0.6154598520342927,0.5747665770093462,0.09644693630053751,0.08140071066162637,0.2695146776119891,0.2512658360088153
31,31.31237320374217,0.3596699975249577,32.34913661585323,-172793.2046666255,-185023.052656278,0.6248234504514854,0.5706954486758171,0.09929348675026808,0.08084470584593136,0.27419488866238845,0.24819954392861626
32,30.983114734686723,0.3609899057174754,32.351281280590236,-172279.03823618067,-184903.59036633052,0.6147633946793134,0.5713945060916465,0.09674565305357061,0.0828233914389699,0.27258335833496233,0.25442924812640394
33,30.10273274137369,0.3486655241294021,32.357690816676126,-171789.80424364144,-184809.06051428863,0.6117522345970192,0.5851124423037469,0.09597715028965861,0.0817170043782765,0.27265322109921564,0.25859409889759305
34,29.281639649384804,0.35358742745281146,32.35728992191836,-171260.75647239017,-184674.7168835347,0.6120904512346381,0.5816425217071497,0.09683745102776072,0.08224060514599939,0.2781406899312705,0.2559419047377048
35,28.294383736926306,0.3453319383331395,32.372083641845116,-170820.53641858467,-184629.20097022655,0.6104129569756808,0.5787253906587816,0.09591346706114295,0.07924808114559381,0.27630967111723476,0.25190264273652246
36,27.66330706508937,0.34416194055490323,32.41049546078525,-170518.38777161133,-184721.75646375056,0.6128159180463131,0.5760925928758708,0.0951355441438686,0.07947983819210618,0.2792390312714848,0.25614527466314185
37,27.143608118590684,0.3390732018920336,32.41563411999377,-170021.72423284702,-184619.79706548358,0.6112231864933079,0.5840592017099618,0.09325784772910338,0.0800634869712439,0.27675188570843284,0.2608962652677862
38,26.123105299546207,0.3412604340983405,32.424076024001074,-169544.3714631764,-184537.1484363103,0.6119360148425339,0.5857422117091169,0.09152430522297793,0.08065669388614977,0.27515159936868433,0.26441789952170974
39,25.756951003586426,0.3357411371794661,32.48111066394732,-169351.09182780478,-184738.57294143602,0.6227051570430253,0.588622209555111,0.09418970709851718,0.07953754338975871,0.2820395215369941,0.2628687585313505
40,25.511869980323155,0.33200685697559384,32.44874073251959,-168635.15306818092,-184417.33832230952,0.6168401810052583,0.5983088128094713,0.09143007704329113,0.08227115581188706,0.2805278489304476,0.271067290208563
41,24.85239394354059,0.32928615701479647,32.42978623834531,-167997.64095474075,-184174.53034936666,0.6113701838224243,0.5923631662726346,0.0911282183207611,0.07939586050364554,0.28061998486267625,0.2636485911978547
42,24.460488357207986,0.3284197156563295,32.4455852967087,-167563.29810943583,-184134.89164455907,0.6098496819598346,0.5896285060502477,0.09055688357796589,0.07918217076821611,0.28000380230596655,0.26537375798638135
43,23.908160491122352,0.33182511440004603,32.55593628586958,-167681.70585157297,-184648.00352719356,0.6193041907824116,0.597304413636516,0.09050098080292786,0.08034894269858149,0.28123428852042853,0.27094512588802616
44,23.286669482292233,0.31989835505813,32.54936967236363,-167116.61328851985,-184477.61510463778,0.6275470885825853,0.5928892726963898,0.09355434558529742,0.07782602216968927,0.28361429014585193,0.26778981583052053
45,22.975190678541203,0.32314728467759735,32.53564094668508,-166509.65101770568,-184265.35697432095,0.6291328115271213,0.6051802261790045,0.09415709588586772,0.0801805857853603,0.28592504220936177,0.27511192524900074
46,22.66518684823011,0.30965887511039225,32.53699819597535,-165990.8813565593,-184141.2914536719,0.6295852221150371,0.6069154056768775,0.09256275760570512,0.07909866707310846,0.2889555413495655,0.27546870727284745
47,22.071921981307305,0.3220657796246374,32.56181466534963,-165609.25429602398,-184154.36853363394,0.6295592771189488,0.5936638178233276,0.0934588539871244,0.0776750672698419,0.2940498565942921,0.2682384965118311
48,22.079444868960216,0.3157319027899438,32.55298744381499,-165030.94621843513,-183970.76459654243,0.6324056020102168,0.5834783083928996,0.09206218968855706,0.07713899451241209,0.2979749203418962,0.26908368530555893
49,21.470861487621164,0.3205027241913238,32.56947642197543,-164600.6366442637,-183935.15916286837,0.6301070507164547,0.5980515562888112,0.09170609778581576,0.0774200807368307,0.29722838024650633,0.2708528282202504
